中药,复方阿胶,8160000000000006,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000007,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000008,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000009,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000010,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000011,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000012,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000013,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000014,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000015,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000016,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000017,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000018,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000019,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
